TenantId	AddressId	Country	PostalCode	Region	False	Valid 2 State Code	
2E08C53F-861B-4A1C-86CE-20DB40F455C0	16DF83DB-DB81-4F2F-A2E6-E5CD218BA1E3	IN	520003	Andhra Pradesh	True	FALSE	
8AB8E119-0C7A-4CCD-ACD7-847780416681	522CBDDB-28AE-41B1-9262-61B34C52CE47	IN	500038	ANDHRA PRADESH	True	FALSE	
91C95A62-8B5A-4424-A988-8FCA952FA8B2	ECB9EFCD-52B4-4515-BA6E-D2D851D4B1EB	IN	500038	Andhra Pradesh	True	FALSE	
D2944C02-7FED-4232-B973-85759A685482	13686B67-7ACC-4E5D-B1F2-D36679EA07C8	IN	500084	Andhra Pradesh	True	FALSE	
BCE3D11D-AB21-4B5E-8752-09E08E6E1676	2FBB559A-70A7-4C11-9C4F-953C58110E4D	IN	500033	Andhra Pradesh	True	FALSE	
DF7217C9-CEC8-4CC2-8E6A-A1CFBFADB321	5818DB1E-8973-47CF-9104-B20B6E7B5233	IN	521356	Andhra Pradesh	True	FALSE	
8AB8E119-0C7A-4CCD-ACD7-847780416681	94ECE773-14C4-49DB-B5AB-BFA60919C880	IN	500038	ANDHRA PRADESH	True	FALSE	
158F25A2-8D54-48C2-8559-6B073CB28F32	680FF396-2666-49F8-9453-7077C80EA365	IN	500073	Andhra Pradesh	True	FALSE	
EB7CB9FA-0F6F-4193-8F1A-DB7EF818BFBE	AA7B00D7-C7A2-43F5-A0E7-D15C2D308B58	IN	500072	Andhra Pradesh	True	FALSE	
D153F2E4-7992-4CDD-905A-7398C73E265F	D23713D8-D8FB-4048-89AE-2CE9F47E3693	IN	520008	Andhra Pradesh	True	FALSE	
B9B96A7D-4F91-4018-8114-B9050E92FF21	FEEC4F82-1C7E-4EC9-9439-271132F29670	IN	530016	Andhra Pradesh	True	FALSE	
2E08C53F-861B-4A1C-86CE-20DB40F455C0	E8511E93-6CFB-4A9B-A01F-78BA2EF8E5E7	IN	520008	Andhra Pradesh	True	FALSE	
D2944C02-7FED-4232-B973-85759A685482	3E31BA6D-A915-4189-9961-DE55F515596F	IN	500084	Andhra Pradesh	True	FALSE	
B9B96A7D-4F91-4018-8114-B9050E92FF21	C55C5CAB-9FF9-4BEC-B5F8-ADFBCF07E5AB	IN	530016	Andhra Pradesh	True	FALSE	
E5AEA6D3-6117-44DC-9D2C-D6060F8BE654	AED39E98-CEAA-446C-8874-9940948732E5	IN	500081	Andhra Pradesh	True	FALSE	
0AC428C6-ACB9-4E6F-8C61-8C0C19693B7F	608CCAD2-F319-4B1B-B8B0-9F6004C77C2E	IN	533343	Andhra Pradesh	True	FALSE	
45EBA1F9-0CE4-4C3C-B426-18619774425B	A4BA0AC3-E1CC-41BC-B3E6-E6826A749AFC	IN	500019	ANDHRA PRADESH	True	FALSE	
95A6617E-0B15-4BA9-8D97-5276B9C63AB3	9D9E6D1D-ED5C-4441-B6B9-79CBF24F3A23	IN	500081	Andhra Pradesh	True	FALSE	
E321EA85-149F-45B2-85C9-D0AB9905795B	EDE64F7A-328B-4EC1-B369-5F20E486EB0C	IN	533261	Andhra Pradesh	True	FALSE	
D47525BF-602D-4ED7-8C60-3DB0EC37E266	4F5797A6-BD23-4848-AD40-392C8B6EF9C8	IN	500081	Andhra Pradesh	True	FALSE	
5FED7AB7-F33B-44F7-93B3-C719B17AF003	C9B0029F-9BBE-42E3-AEDC-B561190AD668	IN	500081	Andhra Pradesh	True	FALSE	
45EBA1F9-0CE4-4C3C-B426-18619774425B	023BF11F-9E4B-4059-A7B6-C4131C351376	IN	500019	ANDHRA PRADESH	True	FALSE	
2E08C53F-861B-4A1C-86CE-20DB40F455C0	178338A7-3C32-4F71-9A64-D1A287A08CEA	IN	520008	Andhra Pradesh	True	FALSE	
473E1836-0AA2-449E-93CA-49E9CFC0DDB4	6751F2BC-D239-4484-A1E4-F6E6A392D24D	IN	533437	ANDHRA PRADESH	True	FALSE	
64781B2D-CD9E-40D2-AC03-0640C7DFDA30	CB603FEA-E433-433E-8C29-A27A794235E0	IN	500008	Andhra Pradesh	True	FALSE	
D47525BF-602D-4ED7-8C60-3DB0EC37E266	55B80D30-FCA4-42F2-96AF-F455476814D9	IN	500081	Andhra Pradesh	True	FALSE	
473E1836-0AA2-449E-93CA-49E9CFC0DDB4	494F791A-185B-4285-8986-E9A726530340	IN	533437	ANDHRA PRADESH	True	FALSE	
158F25A2-8D54-48C2-8559-6B073CB28F32	61078A2F-09D4-49FC-8EF3-00E5FC9E9F18	IN	500081	Andhra Pradesh	True	FALSE	
5FED7AB7-F33B-44F7-93B3-C719B17AF003	1A409B58-652A-4D80-9B67-609425B11AA4	IN	500081	Andhra Pradesh	True	FALSE	
9E679B08-6BE7-4E04-9A99-AD00B40AE1B7	17375868-75ED-4C0A-A444-FB69BEEA0B62	IN	530026	ANDHRA PRADESH	True	FALSE	
CC58CE9C-3058-4361-9D0A-903872D24819	5E96CA02-EF91-4548-B7E9-E684EDE33523	IN	500082	Andhra Pradesh	True	FALSE	
9E679B08-6BE7-4E04-9A99-AD00B40AE1B7	D6201023-1400-42B2-AB8E-CFA91CADE920	IN	530026	ANDHRA PRADESH	True	FALSE	
1723C61E-BC57-4097-A040-E5E9DEE9A177	F2F2F48F-1DAA-4A46-BB58-3B29524E3184	IN	500033	Andhra Pradesh	True	FALSE	
27C136E7-79F4-489C-BC44-29E615EB6BD1	6FDF7BD7-1BB6-46CA-A78E-9FEB35761703	IN	500081	Andhra Pradesh	True	FALSE	
EB7CB9FA-0F6F-4193-8F1A-DB7EF818BFBE	AEE6642D-17DB-49AA-B269-C68547F5242B	IN	500072	Andhra Pradesh	True	FALSE	
158F25A2-8D54-48C2-8559-6B073CB28F32	5D5586AE-0738-43B1-B856-6BF78F47888E	IN	500081	Andhra Pradesh	True	FALSE	
9E679B08-6BE7-4E04-9A99-AD00B40AE1B7	E677ACE0-E539-4192-8F8B-F33D1CF9A0B1	IN	530026	Andhra Pradesh	True	FALSE	
E5AEA6D3-6117-44DC-9D2C-D6060F8BE654	99926B67-53D1-42CE-BCEC-079D300A7E62	IN	500081	Andhra Pradesh	True	FALSE	
38E2D48D-4195-4629-B880-A5912A1DB83A	F0884C4B-544E-4D12-9026-F0DE26D9E4E7	IN	500032	Andhra Pradesh	True	FALSE	
ECCA1AA8-7C45-410F-A23B-1441F6BCF4A3	78D34EE1-02E9-40E0-9951-BC33ADE91F95	IN	500032	Andhra Pradesh	True	FALSE	
ECCA1AA8-7C45-410F-A23B-1441F6BCF4A3	70C2FBF5-1883-4843-88EB-05D9714729E2	IN	500032	Andhra Pradesh	True	FALSE	
D47525BF-602D-4ED7-8C60-3DB0EC37E266	541CA3ED-66EC-4B56-AC9F-5D42DB044FFB	IN	500081	Andhra Pradesh	True	FALSE	
B9B96A7D-4F91-4018-8114-B9050E92FF21	BB64F881-B400-4DB9-A284-41A342A0DF80	IN	530016	Andhra Pradesh	True	FALSE	
A37162E5-2A60-4C58-B1E1-A2A5CB89F7EF	2BC72C1D-DB4F-429F-BA10-448E6B87C699	IN	500016	Andhra Pradesh	True	FALSE	
473E1836-0AA2-449E-93CA-49E9CFC0DDB4	44E208A9-F34D-4E6F-9B33-15A80D35DEA8	IN	533437	ANDHRA PRADESH	True	FALSE	
8AB8E119-0C7A-4CCD-ACD7-847780416681	6D7822BD-E8F8-48E5-BFA6-61CB514C02EC	IN	500038	ANDHRA PRADESH	True	FALSE	
8A2F058A-2BFC-4809-B87C-BE6E1B1F0FAD	0540C9AE-3BF9-450B-AA43-E67F905F8203	IN	500081	Andhra Pradesh	True	FALSE	
2E08C53F-861B-4A1C-86CE-20DB40F455C0	EE47ABA8-5CE2-4CE7-B3D2-28D2B52359EC	IN	520008	Andhra Pradesh	True	FALSE	
473E1836-0AA2-449E-93CA-49E9CFC0DDB4	790F5A1B-D2D4-4260-B172-AA7CE4297DD1	IN	533437	ANDHRA PRADESH	True	FALSE	
BCE3D11D-AB21-4B5E-8752-09E08E6E1676	4C336B2D-FF78-4840-8E40-DD5700FB3AA4	IN	500081	Andhra Pradesh	True	FALSE	
2E08C53F-861B-4A1C-86CE-20DB40F455C0	ED510712-77A3-4552-977B-CA15150AAEDC	IN	520008	Andhra Pradesh	True	FALSE	
2E08C53F-861B-4A1C-86CE-20DB40F455C0	54F86A0C-F759-4E4B-A336-60BC360334CD	IN	520008	Andhra Pradesh	True	FALSE	
1723C61E-BC57-4097-A040-E5E9DEE9A177	9B4E1A5A-77B6-4781-92EB-61105F0A67CB	IN	500033	Andhra Pradesh	True	FALSE	
2E08C53F-861B-4A1C-86CE-20DB40F455C0	BB19FFA9-BDDB-48D7-8413-1E0C64145AD3	IN	520008	Andhra Pradesh	True	FALSE	
ECCA1AA8-7C45-410F-A23B-1441F6BCF4A3	2185CD29-75BB-4FCB-96DD-8230DA45A780	IN	500032	Andhra Pradesh	True	FALSE	
B637C4F6-57B7-44DC-BCE4-FEC0CD202460	E4FF50BC-02AD-4F3C-97C7-A449CB7BFBD2	IN	517325	Andhra Pradesh	True	FALSE	
ABD87094-F5DE-4C05-9684-46251B37E51D	1EB36A17-7F11-404A-963E-38ADF40871F9	IN	523226	Andhra Pradesh	True	FALSE	
8A2F058A-2BFC-4809-B87C-BE6E1B1F0FAD	52FD1373-2A7C-4D09-A236-D74C0510D2CB	IN	500081	Andhra Pradesh	True	FALSE	
ECCA1AA8-7C45-410F-A23B-1441F6BCF4A3	5E00683E-D2E0-413B-B305-957C69915EA9	IN	500032	Andhra Pradesh	True	FALSE	
473E1836-0AA2-449E-93CA-49E9CFC0DDB4	DC302680-A9F5-43EE-AC8A-74631A5D0AF1	IN	533437	ANDHRA PRADESH	True	FALSE	
0AC428C6-ACB9-4E6F-8C61-8C0C19693B7F	E36DBF7A-F0C9-4C34-897C-093A4E180AC6	IN	533343	Andhra Pradesh	True	FALSE	
D47525BF-602D-4ED7-8C60-3DB0EC37E266	BBDB77FB-9660-4DCD-9087-78EB609A013F	IN	500032	Andhra Pradesh	True	FALSE	
BCE3D11D-AB21-4B5E-8752-09E08E6E1676	6590F2B7-E673-496E-971A-E6F69C79B797	IN	500081	Andhra Pradesh	True	FALSE	
158F25A2-8D54-48C2-8559-6B073CB28F32	1C6FC155-3851-4E73-BDE3-9DF0B891353F	IN	500073	Andhra Pradesh	True	FALSE	
